ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
319622	Itpripl2	996.560170241299	4.41719545272549	0.319425898844653	13.828545113913	1.71453180386982e-43	2.18225607996551e-39	3.05203806406867e-39
11829	Aqp4	3086.00209903259	-5.69088831337018	0.415349804180046	-13.7014349256881	9.95375523816238e-43	6.33456983356654e-39	1.7717684323929e-38
56047	Msln	2835.90611380316	2.9359871909183	0.252780448033145	11.6147716872997	3.4671329268433e-31	1.47098892976205e-27	6.17114989648839e-27
226781	Slc30a10	683.910973137487	-6.16717390713404	0.576174922313228	-10.7036486113871	9.78478852517222e-27	3.1135197087098e-23	1.74149666171015e-22
22779	Ikzf2	412.355955226999	5.1185519712872	0.494162767890079	10.3580283742173	3.84812238077274e-25	9.79578033249509e-22	6.84850340106124e-21
17153	Mal	3871.55178903535	4.9622856793655	0.480116672543984	10.3355829179436	4.86445492398624e-25	1.03191303787495e-21	8.65678398272592e-21
67886	Camsap2	1243.81764367925	2.41406740614197	0.247498168315594	9.75387988756222	1.77549801771771e-22	3.07520376387475e-19	3.15949872252866e-18
107515	Lgr4	2823.97855964104	1.25733873008708	0.129020570304833	9.74525788497448	1.93287477301996e-22	3.07520376387475e-19	3.43935737111171e-18
264895	Acsf2	2059.25365142873	-1.60661157338526	0.167489672589629	-9.59230231061267	8.61410013982424e-22	1.2182251842187e-18	1.53270683787893e-17
21887	Tle3	1581.556562638	-1.79966826945507	0.191615300041767	-9.39209065801528	5.88209182741401e-21	7.48672647793256e-18	1.0465417779335e-16
56524	Mpp6	997.494748857904	-2.06657516684536	0.220527772950962	-9.37104265459068	7.18195006360059e-21	8.31016912813712e-18	1.27774073581518e-16
54135	Lsr	2457.03190455574	1.70224326492583	0.185635115301089	9.1698343934815	4.73746274808865e-20	5.02486882147269e-17	8.4279462288497e-16
12759	Clu	5676.28126674625	3.69554224190291	0.420175079020642	8.79524376009306	1.4273776913832e-18	1.39751255814811e-15	2.53916217520158e-14
71597	Isx	2113.42077855778	-1.80970684588544	0.209237707312367	-8.64904738792498	5.19310961054608e-18	4.72127850878789e-15	9.23750337523936e-14
17068	Ly6d	1158.31235246895	3.38504766390527	0.391851042582908	8.63860828745673	5.69019090594447e-18	4.82831665672408e-15	1.01211425644034e-13
77889	Lbh	465.145126102427	3.21903475952102	0.378372082356818	8.50759056923591	1.7758500530532e-17	1.41268871720382e-14	3.15852690436042e-13
70266	Kyat1	934.905883954362	1.91440192589801	0.22797561344839	8.39739784857031	4.56481354092116e-17	3.41770274993203e-14	8.11852088252829e-13
76507	Aoc1	1102.69838997588	1.83239145015025	0.227080182873363	8.06935870389063	7.06683632812303e-16	4.99703848801944e-13	1.2567661725934e-11
28185	Tomm70a	1677.94299829629	-1.01810015922103	0.127683594767096	-7.97361760591189	1.54095835242946e-15	1.03227988998538e-12	2.74028623812530e-11
20320	Nptn	2026.99757311355	1.10536341734295	0.140405291678119	7.87266209223092	3.47173424479983e-15	2.20941167339061e-12	6.17343783410306e-11
100039138	Gm2061	386.831809236882	-5.25575564097786	0.669880973831808	-7.84580521956646	4.30184201054959e-15	2.60732595763215e-12	7.64910527895822e-11
18791	Plat	658.598061328088	3.15392738043652	0.402363738404163	7.83849805388899	4.55967291360282e-15	2.63797803837894e-12	8.10709844038581e-11
229927	Clca3b	2013.33002381064	-3.41396478869226	0.446830751337911	-7.64039802200292	2.16551255059601e-14	1.19837581495591e-11	3.85006476370464e-10
80982	Cemip	109.023666264687	4.60320051903385	0.609417917089501	7.55343810864329	4.2391600408164e-14	2.24816787497963e-11	7.53637872056339e-10
22361	Vnn1	850.319961860657	4.3914234889497	0.585142121805672	7.50488355785829	6.14832291814245e-14	3.13023416408468e-11	1.09298736515818e-09
216892	Spns2	431.348256643618	2.0462897507253	0.273987001111079	7.46856508676372	8.10740129000464e-14	3.96888475458381e-11	1.44117165331122e-09
12261	C1qbp	920.719451783034	-1.64095110471793	0.222034338444293	-7.39052849309449	1.46246355637759e-13	6.89416153539776e-11	2.59952897146117e-09
30058	Timm8a1	384.480449981648	-1.48527182149072	0.201393591104547	-7.37497064005226	1.64381273799783e-13	7.47230304615587e-11	2.92171276051735e-09
100855	Tbc1d14	842.006325858769	0.976372399425415	0.133342388163256	7.32229572962205	2.43764211524684e-13	1.06987271871937e-10	4.33242133142821e-09
108148	Galnt2	895.594693552696	1.33370441831758	0.183121079455522	7.28318346682486	3.26033349481538e-13	1.36779957261726e-10	5.7942646869859e-09
102902673	Gm21992	89.881970757673	-3.42096403691193	0.47015220694445	-7.27629049993191	3.43124298433066e-13	1.36779957261726e-10	6.09766190745401e-09
107029	Me2	1262.21694866653	-1.68527393101634	0.231621194182623	-7.27599189255355	3.43884242015653e-13	1.36779957261726e-10	6.11082298061815e-09
17311	Kitl	1793.6172135848	-2.11329036032746	0.291805604954377	-7.24211709592717	4.41734195383844e-13	1.70375540571078e-10	7.84917491777552e-09
75761	Apol7a	609.207263462833	2.35024518294096	0.326136029411837	7.20633407838889	5.7478284508011e-13	2.15171648593519e-10	1.02127415913834e-08
245877	Map7d1	372.423273625281	1.69256732625225	0.236966518637432	7.14264334043726	9.15529619547947e-13	3.32938885645894e-10	1.62662147505084e-08
80909	Castor2	276.367970961606	2.64350564651181	0.37113335894573	7.12279180190419	1.05762522597204e-12	3.73929274338113e-10	1.87897697646192e-08
20116	Rps8	8021.87481993796	-1.19176224893322	0.168528097341272	-7.07159380385031	1.53164211576635e-12	5.26884887823624e-10	2.72096221865892e-08
