,gene,gene_set,gene_set[, 2]
1,100039192,label_1,label_1
2,100039246,label_1,label_1
3,100039257,label_1,label_1
4,100040970,label_1,label_1
5,100434,label_1,label_1
6,100503619,label_1,label_1
7,100662,label_1,label_1
8,100861531,label_1,label_1
9,100986,label_1,label_1
10,102103,label_1,label_1
11,102193,label_1,label_1
12,102502,label_1,label_1
13,105387,label_1,label_1
14,106347,label_1,label_1
15,106522,label_1,label_1
16,107652,label_1,label_1
17,108079,label_1,label_1
18,108655,label_1,label_1
19,109672,label_1,label_1
20,110173,label_1,label_1
21,110784,label_1,label_1
22,110796,label_1,label_1
23,110826,label_1,label_1
24,110920,label_1,label_1
25,114332,label_1,label_1
26,114615,label_1,label_1
27,11641,label_1,label_1
28,12346,label_1,label_1
29,12361,label_1,label_1
30,12362,label_1,label_1
31,12557,label_1,label_1
32,12695,label_1,label_1
33,12808,label_1,label_1
34,13008,label_1,label_1
35,13026,label_1,label_1
36,13143,label_1,label_1
37,13430,label_1,label_1
38,13487,label_1,label_1
39,13506,label_1,label_1
40,13518,label_1,label_1
41,13626,label_1,label_1
42,13803,label_1,label_1
43,14465,label_1,label_1
44,14536,label_1,label_1
45,14854,label_1,label_1
46,14917,label_1,label_1
47,15378,label_1,label_1
48,15925,label_1,label_1
49,15980,label_1,label_1
50,16669,label_1,label_1
51,16854,label_1,label_1
52,16974,label_1,label_1
53,170748,label_1,label_1
54,17765,label_1,label_1
55,17912,label_1,label_1
56,17955,label_1,label_1
57,18263,label_1,label_1
58,18392,label_1,label_1
59,18583,label_1,label_1
60,18585,label_1,label_1
61,18783,label_1,label_1
62,18805,label_1,label_1
63,19092,label_1,label_1
64,192169,label_1,label_1
65,192197,label_1,label_1
66,19279,label_1,label_1
67,193022,label_1,label_1
68,19718,label_1,label_1
69,20216,label_1,label_1
70,20687,label_1,label_1
71,207742,label_1,label_1
72,20844,label_1,label_1
73,20926,label_1,label_1
74,209378,label_1,label_1
75,20947,label_1,label_1
76,210808,label_1,label_1
77,211660,label_1,label_1
78,212070,label_1,label_1
79,213541,label_1,label_1
80,214162,label_1,label_1
81,21427,label_1,label_1
82,214952,label_1,label_1
83,215193,label_1,label_1
84,215819,label_1,label_1
85,217026,label_1,label_1
86,217030,label_1,label_1
87,217316,label_1,label_1
88,217732,label_1,label_1
89,218210,label_1,label_1
90,22213,label_1,label_1
91,22235,label_1,label_1
92,22240,label_1,label_1
93,22334,label_1,label_1
94,22349,label_1,label_1
95,224762,label_1,label_1
96,226407,label_1,label_1
97,227059,label_1,label_1
98,22785,label_1,label_1
99,231570,label_1,label_1
100,232288,label_1,label_1
101,232533,label_1,label_1
102,232685,label_1,label_1
103,237711,label_1,label_1
104,23834,label_1,label_1
105,23971,label_1,label_1
106,239985,label_1,label_1
107,24055,label_1,label_1
108,24060,label_1,label_1
109,240613,label_1,label_1
110,240753,label_1,label_1
111,242960,label_1,label_1
112,244059,label_1,label_1
113,245945,label_1,label_1
114,26357,label_1,label_1
115,269423,label_1,label_1
116,27215,label_1,label_1
117,28042,label_1,label_1
118,286940,label_1,label_1
119,29875,label_1,label_1
120,30942,label_1,label_1
121,319159,label_1,label_1
122,319587,label_1,label_1
123,320352,label_1,label_1
124,320586,label_1,label_1
125,320878,label_1,label_1
126,328110,label_1,label_1
127,329260,label_1,label_1
128,329416,label_1,label_1
129,380928,label_1,label_1
130,381802,label_1,label_1
131,382030,label_1,label_1
132,50528,label_1,label_1
133,50789,label_1,label_1
134,50798,label_1,label_1
135,50849,label_1,label_1
136,52014,label_1,label_1
137,52477,label_1,label_1
138,52793,label_1,label_1
139,52829,label_1,label_1
140,53600,label_1,label_1
141,53624,label_1,label_1
142,54128,label_1,label_1
143,54135,label_1,label_1
144,54161,label_1,label_1
145,54342,label_1,label_1
146,54357,label_1,label_1
147,54384,label_1,label_1
148,56055,label_1,label_1
149,56431,label_1,label_1
150,57438,label_1,label_1
151,57815,label_1,label_1
152,59010,label_1,label_1
153,59041,label_1,label_1
154,59079,label_1,label_1
155,625286,label_1,label_1
156,63913,label_1,label_1
157,66060,label_1,label_1
158,66069,label_1,label_1
159,66222,label_1,label_1
160,66261,label_1,label_1
161,66270,label_1,label_1
162,66388,label_1,label_1
163,66405,label_1,label_1
164,66441,label_1,label_1
165,66609,label_1,label_1
166,66641,label_1,label_1
167,66795,label_1,label_1
168,66809,label_1,label_1
169,66849,label_1,label_1
170,67204,label_1,label_1
171,67269,label_1,label_1
172,67569,label_1,label_1
173,67844,label_1,label_1
174,67958,label_1,label_1
175,68180,label_1,label_1
176,68262,label_1,label_1
177,68465,label_1,label_1
178,68691,label_1,label_1
179,68750,label_1,label_1
180,68942,label_1,label_1
181,69178,label_1,label_1
182,69276,label_1,label_1
183,69864,label_1,label_1
184,70025,label_1,label_1
185,70683,label_1,label_1
186,70827,label_1,label_1
187,71375,label_1,label_1
188,71576,label_1,label_1
189,71619,label_1,label_1
190,72040,label_1,label_1
191,72082,label_1,label_1
192,72088,label_1,label_1
193,72157,label_1,label_1
194,72313,label_1,label_1
195,72590,label_1,label_1
196,72993,label_1,label_1
197,73246,label_1,label_1
198,74030,label_1,label_1
199,74413,label_1,label_1
200,74556,label_1,label_1
201,74569,label_1,label_1
202,74596,label_1,label_1
203,75089,label_1,label_1
204,75565,label_1,label_1
205,76367,label_1,label_1
206,76432,label_1,label_1
207,76453,label_1,label_1
208,76890,label_1,label_1
209,78830,label_1,label_1
210,80890,label_1,label_1
211,80915,label_1,label_1
212,93742,label_1,label_1
213,97165,label_1,label_1
