,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
label_1,label_1,label_1,205,-0.502844754657586,-1.65501122552743,4.20589000478849e-05,4.20589000478849e-05,NA,2414,tags=33%, list=18%, signal=27%,232288/54128/12361/74569/381802/57815/72157/217732/320352/320878/13026/75565/114332/72993/18263/15980/100434/105387/97165/209378/53624/66441/67204/66222/26357/170748/110784/70827/13008/12808/215819/23834/232533/13518/106522/18783/12362/54384/106347/54342/15378/71576/67569/20216/30942/19092/217316/108079/50798/24060/74556/18392/18805/12346/74596/18585/22240/72082/212070/66261/72040/625286/69864/224762/12557/14917/72088
