,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
label_1,label_1,label_1,205,-0.179105455771329,-0.739916181658489,1,1,NA,2194,tags=16%, list=17%, signal=14%,105387/57815/67844/106347/70827/625286/54342/18263/14854/53600/227059/23834/18805/97165/15925/70025/100040970/50798/14917/108079/215193/217732/70683/20947/66441/80915/17912/319587/20216/67569/75565/18392/69864
