ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
625286	Tmem236	1750.78746851742	-4.96434969045824	0.396465198594044	-12.5215270042944	5.6929241962731e-36	1.37249411061728e-33	1.01020939862866e-31
77669	Arhgef38	918.256265235474	-2.99762356459395	0.239697868159984	-12.5058415729973	6.93613367129254e-36	1.64338532605004e-33	1.23074755863415e-31
18719	Pip5k1b	920.752884319583	-3.33127112502982	0.26691060003025	-12.4808498600366	9.49675513940847e-36	2.2119391377246e-33	1.68500926438525e-31
69480	Ttc9	436.337803848474	4.49356564350164	0.361751104759279	12.4217053780438	1.99267934804392e-35	4.56389993346993e-33	3.53541169929953e-31
72303	Cyp2c65	1641.07142967692	-5.69619479234066	0.462497249043801	-12.316170105049	7.4132106410486e-35	1.67003837097196e-32	1.31517769982843e-30
18452	P4ha2	508.108263246364	3.09065606344159	0.252006558357383	12.2641890099486	1.4101707331212e-34	3.1255751958954e-32	2.501642880557e-30
12653	Chgb	1290.58883715784	-6.17953977271776	0.504024217461617	-12.2604024938312	1.4776411241908e-34	3.22313402041746e-32	2.62118759020207e-30
55925	Syt8	1168.37344529706	2.32942367180339	0.191304647776241	12.1765137380666	4.14629412605831e-34	8.90287091879583e-32	7.35469652080223e-30
20358	Sema6a	703.862295286322	-6.08094898313598	0.501616767739221	-12.1226987896412	8.00780487984469e-34	1.69297314859732e-31	1.42034435153805e-29
67759	Plgrkt	3419.71939450763	-3.04054998846917	0.251829806385185	-12.0738288771843	1.4521695775046e-33	3.02359308091942e-31	2.57556796266216e-29
66261	Tm4sf20	2123.39896790798	-4.62904146707576	0.391079336580678	-11.8365790111767	2.52545487046341e-32	5.17982101938929e-30	4.47889421276686e-28
11745	Anxa3	4430.10762963009	2.46750131153806	0.210384326877936	11.7285415133119	9.10133657053274e-32	1.83927304635678e-29	1.61403102741828e-27
224860	Plcl2	710.28010661864	-6.59504591004022	0.562629920878565	-11.7218186685519	9.85336636034384e-32	1.96239073222964e-29	1.74729745667977e-27
18787	Serpine1	1547.32591556072	5.61063362080524	0.479463382113537	11.7019022309333	1.24628011147e-31	2.44662589883153e-29	2.2099038936586e-27
268527	Greb1	754.002944213224	-7.99824889986533	0.685638471677969	-11.6654027308169	1.91494802794754e-31	3.70636842254297e-29	3.39539434835378e-27
20537	Slc5a1	1040.3851190412	-7.41778731813555	0.640315846029543	-11.5845755873943	4.93404316827427e-31	9.41716961367015e-29	8.74805853735029e-27
14873	Gsto1	9646.66902795784	2.04426743381489	0.17657405661992	11.5773940574704	5.36522948677515e-31	1.00998607681184e-28	9.51201535710365e-27
17698	Msn	481.450694571696	8.58720687203243	0.742037277972832	11.5724736841952	5.68204448730095e-31	1.05517101816878e-28	1.00731284670871e-26
243385	Gprin3	1325.08497550025	-2.88228675803813	0.249878013553715	-11.5347753771803	8.81168734700617e-31	1.61453610030078e-28	1.56204781600378e-26
171580	Mical1	182.206636910879	-6.66600981017454	0.57804215954397	-11.5320477929041	9.09541431524808e-31	1.64459452000183e-28	1.61225314152087e-26
226781	Slc30a10	683.910973137487	-6.45577944104117	0.562632152129348	-11.4742455023385	1.77721083453511e-30	3.17174432314045e-28	3.15010620421348e-26
56874	Rnf32	152.827931012615	-4.93318774859504	0.43179621021155	-11.424805572467	3.14358388147424e-30	5.53834996143834e-28	5.57168807152495e-26
18171	Nr1i2	484.571482366774	-3.24263448275531	0.283854584326127	-11.4235762316587	3.18838256738574e-30	5.546171296331e-28	5.65077042417775e-26
22240	Dpysl3	1071.15745012409	-4.00571769374788	0.352161266831668	-11.3746685709834	5.59148562587583e-30	9.6047744338482e-28	9.90923082617714e-26
81497	Btnl5-ps	678.384945305853	-7.06008874068245	0.629086369032095	-11.2227654074671	3.15255245162264e-29	5.34844145558004e-27	5.58663819952048e-25
20356	Sema5a	332.841782211195	-6.52743244984223	0.586320730598775	-11.1328699621044	8.67951633766203e-29	1.4545599208799e-26	1.53801029503371e-24
20494	Slc10a2	1360.63853224772	-5.49969722121403	0.497322914036093	-11.0586041101152	1.99173023652161e-28	3.29763336268433e-26	3.52914680609264e-24
