,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
Kosinski_CryptTop.signature,Kosinski_CryptTop.signature,Kosinski_CryptTop.signature,333,0.407528466163733,1.64160106092273,1.66356846911267e-05,1.66356846911267e-05,NA,2426,tags=37%, list=19%, signal=31%,21784/237761/11832/252967/67198/11535/236643/57319/218454/213522/214531/12351/13034/70008/24052/20276/320311/22351/52331/17119/18442/230088/102857/16782/231946/14284/60599/15446/27219/226777/215335/22169/218613/240672/243771/246788/320560/271844/224796/14263/67731/241452/17287/14544/11758/244650/98952/11853/230163/12156/22350/212943/16780/11796/269181/94185/380928/212439/16477/117198/14066/11430/26365/12740/26357/22337/12808/18260/319236/230806/26941/66270/233765/13836/102098/50785/13636/21416/23849/93842/67064/20671/26944/22320/71801/11839/11798/12575/17755/78908/232431/74229/18753/381126/64898/24127/269774/20732/13860/12452/67443/57444/56722/52428/18585/20520/53376/16669/59290/20334/18845/21452/17127/100061/69181/94212/69470/20683/170472/80281/319742/72269/227210/50708
Kosinski_CryptBottom.signature,Kosinski_CryptBottom.signature,Kosinski_CryptBottom.signature,227,-0.445099636796128,-1.82966711894361,6.20128747127583e-07,1.24025749425517e-06,NA,2101,tags=45%, list=17%, signal=38%,19933/98386/20044/22059/381903/20135/76843/11668/118451/13846/238673/12807/70572/108147/18005/19361/23834/244141/12070/68177/12532/99167/12567/229841/21877/14156/107995/23918/381293/20877/13844/17219/269261/67547/13627/94062/18102/100503670/72535/68015/14235/108961/12442/20104/72119/52530/16571/76846/70466/66143/27176/106344/20103/16785/66468/14694/404710/66489/16206/17345/245474/21973/20116/26922/17279/27050/12545/17215/76886/114641/72391/14793/20085/268697/23874/52033/108000/18817/67160/238505/56412/19896/268930/76131/109212/223970/66977/68612/67849/108907/13405/22171/12615/108156/12428/12649/27528/22137/66953/64074/18798/231470/394435
