ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
17288	Mep1b	1405.04571498826	-8.49294240146024	0.506116954932404	-16.7805925462318	3.38442186227001e-63	1.29190903420318e-60	6.0127638805089e-59
99663	Clca4a	9030.45448939407	-7.96495747122973	0.475956972345795	-16.7346166439662	7.33277095589853e-63	2.72343076962048e-60	1.30266676031537e-58
320405	Cadps2	775.376966049348	-7.28509608974686	0.439257540609272	-16.5850222619789	8.94325499999225e-62	3.23416342657614e-59	1.58867981819862e-57
22337	Vdr	3571.28934983144	-6.84033933038108	0.415533627691351	-16.4615782563377	6.92705030054969e-61	2.44080833923472e-58	1.23045194488664e-56
231999	Plekha8	1363.69090331611	-3.45725407934032	0.211127611824953	-16.3751867861165	2.87623096219482e-60	9.88129147062031e-58	5.10876143505044e-56
13040	Ctss	2407.56942975088	-7.67936918621464	0.472819858279454	-16.241638441666	2.55994473505009e-59	8.58018549977032e-57	4.54671784392246e-55
23972	Papss2	5365.96366146945	-6.99878519656975	0.431612135968075	-16.2154504318373	3.92191723305348e-59	1.2832139670624e-56	6.96532500590299e-55
106347	Ildr1	2328.74547036729	-3.74329118032783	0.23119002062921	-16.1914046728316	5.79895213992363e-59	1.85323721643792e-56	1.02983591052904e-54
229927	Clca3b	2013.33002381064	-7.89568086395814	0.488868275855363	-16.1509372849838	1.11849144064846e-58	3.49325213122524e-56	1.98621710030353e-54
666339	Muc3	2419.22926162141	-8.59654015984052	0.539202303797699	-15.9430701599261	3.18322677382714e-57	9.72086718354057e-55	5.65245578228485e-53
212070	Clrn3	1166.7353215774	-4.81143203454698	0.302393471009621	-15.9111637512633	5.30187365747242e-57	1.58387712610839e-54	9.41400686620803e-53
22351	Vill	816.420291566474	5.86041114170233	0.369119526268029	15.8767302314072	9.18429032636755e-57	2.68533016308389e-54	1.63067074744656e-52
18010	Neu1	3255.39620141032	-2.45266678178275	0.155500848868059	-15.7726906292571	4.79622414531723e-56	1.37311900426978e-53	8.51521634759621e-52
22240	Dpysl3	1071.15745012409	-5.72488220234136	0.367877068211057	-15.5619436410668	1.32027866478774e-54	3.70270804316594e-52	2.34389071359767e-50
66261	Tm4sf20	2123.39896790798	-6.30368892027886	0.406032154000266	-15.5250978479767	2.34645912689746e-54	6.44900826436498e-52	4.16543424206837e-50
19285	Cavin1	1708.15962510407	5.95803119279171	0.386370206828557	15.4205243765999	1.19133098084851e-53	3.2100530076118e-51	2.11473162410418e-49
12182	Bst1	1027.61814193421	8.11276064528894	0.528649330032321	15.3462043445566	3.75524862972189e-53	9.92396666723812e-51	6.66556631775635e-49
74596	Cds1	2088.51584925634	-4.91784828413932	0.323239252398652	-15.2142669791666	2.84386935762861e-52	7.37367032311932e-50	5.04758372285502e-48
50798	Gne	2544.67319323143	-2.99685012724041	0.200950815803141	-14.9133513853272	2.69860470081935e-50	6.86744922197398e-48	4.78948362301418e-46
64385	Cyp4f14	1677.85184771094	-8.32237848610307	0.579580970866983	-14.359302503762	9.31600015261976e-47	2.32764498358729e-44	1.65331054708543e-42
17287	Mep1a	1579.74399319343	-7.31089261784908	0.511858315376686	-14.2830396580914	2.79154728094303e-46	6.85025763119984e-44	4.9538798047615e-42
81497	Btnl5-ps	678.384945305853	-7.34795651366116	0.515850071903792	-14.2443646204077	4.85947618447728e-46	1.17156003029977e-43	8.62314048935494e-42
12653	Chgb	1290.58883715784	-6.6169080023925	0.465236189744818	-14.2226854837365	6.62605505137097e-46	1.56991807786103e-43	1.17572720831527e-41
18719	Pip5k1b	920.752884319583	-3.63450331682852	0.255574128083609	-14.220935992549	6.7938131833564e-46	1.5823827248421e-43	1.20542627312293e-41
14183	Fgfr2	977.792841497722	-5.31353653721511	0.374043475942906	-14.2056655949432	8.44960012670615e-46	1.93524008235327e-43	1.49912805448021e-41
21825	Thbs1	1242.18732547591	4.49789683217832	0.31752473127465	14.1655007914573	1.49795239260564e-45	3.37456750478471e-43	2.65751733972167e-41
76507	Aoc1	1102.69838997588	-7.19740331188002	0.509145081190348	-14.1362522742102	2.27058616289906e-45	5.03264436299338e-43	4.02801985298294e-41
319622	Itpripl2	996.560170241299	4.05728170442089	0.287037165710976	14.1350396014788	2.31004009703186e-45	5.03882079577966e-43	4.09778012812482e-41
76279	Cyp2d26	1451.80943403318	-8.49470659069548	0.603637236856294	-14.0725357417236	5.60239556151642e-45	1.20293937197435e-42	9.93752924701782e-41
